LocationName,Latitude,Longitude,Context,Sentiment,Confidence,Literature
Fitchburg,42.5834228,-71.8022955,"One says to me, “I wonder that you do not lay up money; you love to travel; you might take the cars and go to Fitchburg today and see the country.”",neutral,87.7%,Walden
Fitchburg,42.5834228,-71.8022955,"Instead of going to Fitchburg, you will be working here the greater part of the day.",neutral,85.7%,Walden
India,,,"This spending of the best part of one’s life earning money in order to enjoy a questionable liberty during the least valuable part of it reminds me of the Englishman who went to India to make a fortune first, in order that he might return to England and live the life of a poet.",neutral,74.7%,Walden
England,,,"This spending of the best part of one’s life earning money in order to enjoy a questionable liberty during the least valuable part of it reminds me of the Englishman who went to India to make a fortune first, in order that he might return to England and live the life of a poet.",neutral,74.7%,Walden
Concord,,,"All things considered, that is, considering the importance of a man’s soul and of today, notwithstanding the short time occupied by my experiment, nay, partly even because of its transient character, I believe that that was doing better than any farmer in Concord did that year.",neutral,88.6%,Walden
Concord,,,"I was more independent than any farmer in Concord, for I was not anchored to a house or farm, but could follow the bent of my genius, which is a very crooked one, every moment.",neutral,100.0%,Walden
the Bhagvat-Geeta,,,How much more admirable the Bhagvat-Geeta than all the ruins of the East! Towers and temples are the luxury of princes.,neutral,72.8%,Walden
East,,,How much more admirable the Bhagvat-Geeta than all the ruins of the East! Towers and temples are the luxury of princes.,neutral,72.8%,Walden
Arcadia,,,"In Arcadia, when I was there, I did not see any hammering stone. Nations are possessed with an insane ambition to perpetuate the memory of themselves by the amount of hammered stone they leave.",neutral,88.5%,Walden
Thebes,,,The grandeur of Thebes was a vulgar grandeur. More sensible is a rod of stone wall that bounds an honest man’s field than a hundred-gated Thebes that has wandered farther from the true end of life.,neutral,69.2%,Walden
Thebes,,,More sensible is a rod of stone wall that bounds an honest man’s field than a hundred-gated Thebes that has wandered farther from the true end of life.,neutral,79.7%,Walden
Nile,,,"As for the Pyramids, there is nothing to wonder at in them so much as the fact that so many men could be found degraded enough to spend their lives constructing a tomb for some ambitious booby, whom it would have been wiser and manlier to have drowned in the Nile, and then given his body to the dogs.",neutral,81.8%,Walden
China,,,"As for your high towers and monuments, there was a crazy fellow once in this town who undertook to dig through to China, and he got so far that, as he said, he heard the Chinese pots and kettles rattle; but I think that I shall not go out of my way to admire the hole which he made.",neutral,90.2%,Walden
West,,,Many are concerned about the monuments of the West and the East﻿—to know who built them.,neutral,100.0%,Walden
India,,,"It was fit that I should live on rice, mainly, who love so well the philosophy of India.",neutral,59.7%,Walden
America,38.7945952,-106.5348379,"Leaven, which some deem the soul of bread, the spiritus which fills its cellular tissue, which is religiously preserved like the vestal fire﻿—some precious bottleful, I suppose, first brought over in the Mayflower, did the business for America, and its influence is still rising, swelling, spreading, in cerealian billows over the land﻿—this seed I regularly and faithfully procured from the village, till at length one morning I forgot the rules, and scalded my yeast; by which accident I discovered that even this was not indispensable﻿—for my discoveries were not by the synthetic but analytic process﻿—and I have gladly omitted it since, though most housewives earnestly assured me that safe and wholesome bread without yeast might not be, and elderly people prophesied a speedy decay of the vital forces.",neutral,81.9%,Walden
Concord,,,"Yet so far are we from simplicity and independence that, in Concord, fresh and sweet meal is rarely sold in the shops, and hominy and corn in a still coarser form are hardly used by any.",neutral,86.2%,Walden
England,,,"I look upon England today as an old gentleman who is travelling with a great deal of baggage, trumpery which has accumulated from long housekeeping, which he has not the courage to burn; great trunk, little trunk, bandbox, and bundle.",neutral,76.4%,Walden
Admetus,,,"While my acquaintances went unhesitatingly into trade or the professions, I contemplated this occupation as most like theirs; ranging the hills all summer to pick the berries which came in my way, and thereafter carelessly dispose of them; so, to keep the flocks of Admetus.",neutral,89.8%,Walden
Sahara,,,"When Phaeton, wishing to prove his heavenly birth by his beneficence, had the sun’s chariot but one day, and drove out of the beaten track, he burned several blocks of houses in the lower streets of heaven, and scorched the surface of the earth, and dried up every spring, and made the great desert of Sahara, till at length Jupiter hurled him headlong to the earth with a thunderbolt, and the sun, through grief at his death, did not shine for a year.",neutral,67.0%,Walden
Concord,,,"A robust poor man, one sunny day here in Concord, praised a fellow-townsman to me, because, as he said, he was kind to the poor; meaning himself.",neutral,51.4%,Walden
England,,,"I once heard a reverend lecturer on England, a man of learning and intelligence, after enumerating her scientific, literary, and political worthies, Shakespeare, Bacon, Cromwell, Milton, Newton, and others, speak next of her Christian heroes, whom, as if his profession required it of him, he elevated to a place far above all the rest, as the greatest of the great.",neutral,78.0%,Walden
England,,,"The last were not England’s best men and women; only, perhaps, her best philanthropists. ",neutral,64.0%,Walden
Gulistan,41.872542,-86.626133,"I read in the Gulistan, or Flower Garden, of Sheik Sadi of Shiraz, that “they asked a wise man, saying: Of the many celebrated trees which the Most High God has created lofty and umbrageous, they call none azad, or free, excepting the cypress, which bears no fruit; what mystery is there in this?",neutral,74.1%,Walden
Flower Garden,,,"I read in the Gulistan, or Flower Garden, of Sheik Sadi of Shiraz, that “they asked a wise man, saying: Of the many celebrated trees which the Most High God has created lofty and umbrageous, they call none azad, or free, excepting the cypress, which bears no fruit; what mystery is there in this?",neutral,74.1%,Walden
Shiraz,,,"I read in the Gulistan, or Flower Garden, of Sheik Sadi of Shiraz, that “they asked a wise man, saying: Of the many celebrated trees which the Most High God has created lofty and umbrageous, they call none azad, or free, excepting the cypress, which bears no fruit; what mystery is there in this?",neutral,74.1%,Walden
Tigris,,,"He replied, Each has its appropriate produce, and appointed season, during the continuance of which it is fresh and blooming, and during their absence dry and withered; to neither of which states is the cypress exposed, being always flourishing; and of this nature are the azads, or religious independents.﻿—Fix not thy heart on that which is transitory; for the Dijlah, or Tigris, will continue to flow through Bagdad after the race of caliphs is extinct: if thy hand has plenty, be liberal as the date tree; but if it affords nothing to give away, be an azad, or free man, like the cypress.”


Complemental Verses
The Pretensions of Poverty


Thou dost presume too much, poor needy wretch,

To claim a station in the firmament

Because thy humble cottage, or thy tub,

Nurses some lazy or pedantic virtue

In the cheap sunshine or by shady springs,

With roots and pot-herbs; where thy right hand,

Tearing those humane passions from the mind,

Upon whose stocks fair blooming virtues flourish,

Degradeth nature, and benumbeth sense,

And, Gorgon-like, turns active men to stone.

We not require the dull society

Of your necessitated temperance,

Or that unnatural stupidity

That knows nor joy nor sorrow; nor your forc’d

Falsely exalted passive fortitude

Above the active.",neutral,71.7%,Walden
Bagdad,,,"He replied, Each has its appropriate produce, and appointed season, during the continuance of which it is fresh and blooming, and during their absence dry and withered; to neither of which states is the cypress exposed, being always flourishing; and of this nature are the azads, or religious independents.﻿—Fix not thy heart on that which is transitory; for the Dijlah, or Tigris, will continue to flow through Bagdad after the race of caliphs is extinct: if thy hand has plenty, be liberal as the date tree; but if it affords nothing to give away, be an azad, or free man, like the cypress.”


Complemental Verses
The Pretensions of Poverty


Thou dost presume too much, poor needy wretch,

To claim a station in the firmament

Because thy humble cottage, or thy tub,

Nurses some lazy or pedantic virtue

In the cheap sunshine or by shady springs,

With roots and pot-herbs; where thy right hand,

Tearing those humane passions from the mind,

Upon whose stocks fair blooming virtues flourish,

Degradeth nature, and benumbeth sense,

And, Gorgon-like, turns active men to stone.

We not require the dull society

Of your necessitated temperance,

Or that unnatural stupidity

That knows nor joy nor sorrow; nor your forc’d

Falsely exalted passive fortitude

Above the active.",neutral,71.7%,Walden
Lincoln,,,"In some places, within my own remembrance, the pines would scrape both sides of a chaise at once, and women and children who were compelled to go this way to Lincoln alone and on foot did it with fear, and often ran a good part of the distance.",neutral,81.9%,Walden
Brister’s Hill,,,"Where now firm open fields stretch from the village to the woods, it then ran through a maple swamp on a foundation of logs, the remnants of which, doubtless, still underlie the present dusty highway, from the Stratton, now the Alms-House Farm, to Brister’s Hill.",neutral,95.7%,Walden
Concord,,,"East of my bean-field, across the road, lived Cato Ingraham, slave of Duncan Ingraham, Esquire, gentleman, of Concord village, who built his slave a house, and gave him permission to live in Walden Woods;﻿—Cato, not Uticensis, but Concordiensis.",neutral,100.0%,Walden
Walden Woods;﻿—Cato,,,"East of my bean-field, across the road, lived Cato Ingraham, slave of Duncan Ingraham, Esquire, gentleman, of Concord village, who built his slave a house, and gave him permission to live in Walden Woods;﻿—Cato, not Uticensis, but Concordiensis.",neutral,100.0%,Walden
the Walden Woods,,,"Here, by the very corner of my field, still nearer to town, Zilpha, a colored woman, had her little house, where she spun linen for the townsfolk, making the Walden Woods ring with her shrill singing, for she had a loud and notable voice.",neutral,100.0%,Walden
Brister’s Hill,,,"One old frequenter of these woods remembers, that as he passed her house one noon he heard her muttering to herself over her gurgling pot﻿—“Ye are all bones, bones!” I have seen bricks amid the oak copse there.
Down the road, on the right hand, on Brister’s Hill, lived Brister Freeman, “a handy Negro,” slave of Squire Cummings once﻿—there where grow still the apple trees which Brister planted and tended; large old trees now, but their fruit still wild and ciderish to my taste.",neutral,95.0%,Walden
Concord,,,"With him dwelt Fenda, his hospitable wife, who told fortunes, yet pleasantly﻿—large, round, and black, blacker than any of the children of night, such a dusky orb as never rose on Concord before or since.",neutral,100.0%,Walden
Brister’s Hill,,,"Farther down the hill, on the left, on the old road in the woods, are marks of some homestead of the Stratton family; whose orchard once covered all the slope of Brister’s Hill, but was long since killed out by pitch pines, excepting a few stumps, whose old roots furnish still the wild stocks of many a thrifty village tree.",neutral,90.1%,Walden
New England,43.9653889,-70.8226541,"Nearer yet to town, you come to Breed’s location, on the other side of the way, just on the edge of the wood; ground famous for the pranks of a demon not distinctly named in old mythology, who has acted a prominent and astounding part in our New England life, and deserves, as much as any mythological character, to have his biography written one day; who first comes in the guise of a friend or hired man, and then robs and murders the whole family﻿—New-England Rum.",neutral,83.6%,Walden
Lincoln,,,But to return toward Lincoln. ,neutral,100.0%,Walden
St. ,,,Napoleon went to St. Helena; Quoil came to Walden Woods. All I know of him is tragic.,neutral,83.3%,Walden
Helena,46.5891452,-112.0391057,Napoleon went to St. Helena; Quoil came to Walden Woods. All I know of him is tragic.,neutral,83.3%,Walden
Walden Woods,42.6475337,-83.7571632,Napoleon went to St. Helena; Quoil came to Walden Woods. All I know of him is tragic.,neutral,83.3%,Walden
Brister’s Hill,,,"He died in the road at the foot of Brister’s Hill shortly after I came to the woods, so that I have not remembered him as a neighbor.",neutral,87.0%,Walden
Concord,,,"But this small village, germ of something more, why did it fail while Concord keeps its ground?",neutral,77.1%,Walden
Walden Pond,42.4387018,-71.3401284,"Ay, the deep Walden Pond and cool Brister’s Spring﻿—privilege to drink long and healthy draughts at these, all unimproved by these men but to dilute their glass.",neutral,87.7%,Walden
Brister’s,,,"Ay, the deep Walden Pond and cool Brister’s Spring﻿—privilege to drink long and healthy draughts at these, all unimproved by these men but to dilute their glass.",neutral,87.7%,Walden
Sutton,,,"When the snow lay deepest no wanderer ventured near my house for a week or fortnight at a time, but there I lived as snug as a meadow mouse, or as cattle and poultry which are said to have survived for a long time buried in drifts, even without food; or like that early settler’s family in the town of Sutton, in this State, whose cottage was completely covered by the great snow of 1717 when he was absent, and an Indian found it only by the hole which the chimney’s breath made in the drift, and so relieved the family.",neutral,82.8%,Walden
Brister’s Hill,,,"Nor was it much better by the carriage road from Brister’s Hill. For I came to town still, like a friendly Indian, when the contents of the broad open fields were all piled up between the walls of the Walden road, and half an hour sufficed to obliterate the tracks of the last traveller.",neutral,79.3%,Walden
Missouri,37.9642529,-91.8318334,"The traveller on the prairie is naturally a hunter, on the head waters of the Missouri and Columbia a trapper, and at the Falls of St. Mary a fisherman.",neutral,100.0%,Walden
Columbia,,,"The traveller on the prairie is naturally a hunter, on the head waters of the Missouri and Columbia a trapper, and at the Falls of St. Mary a fisherman.",neutral,100.0%,Walden
the Falls of St.,,,"The traveller on the prairie is naturally a hunter, on the head waters of the Missouri and Columbia a trapper, and at the Falls of St. Mary a fisherman.",neutral,100.0%,Walden
England,,,"They mistake who assert that the Yankee has few amusements, because he has not so many public holidays, and men and boys do not play so many games as they do in England, for here the more primitive but solitary amusements of hunting, fishing, and the like have not yet given place to the former.",neutral,78.5%,Walden
New England,43.9653889,-70.8226541,"Almost every New England boy among my contemporaries shouldered a fowling-piece between the ages of ten and fourteen; and his hunting and fishing grounds were not limited, like the preserves of an English nobleman, but were more boundless even than those of a savage.",neutral,85.0%,Walden
Walden Pond,42.4387018,-71.3401284,"I have been surprised to consider that the only obvious employment, except wood-chopping, ice-cutting, or the like business, which ever to my knowledge detained at Walden Pond for a whole half-day any of my fellow-citizens, whether fathers or children of the town, with just one exception, was fishing.",neutral,85.8%,Walden
Greece,,,"Such apparently slight causes destroyed Greece and Rome, and will destroy England and America. Of all ebriosity, who does not prefer to be intoxicated by the air he breathes?",neutral,80.1%,Walden
Rome,,,"Such apparently slight causes destroyed Greece and Rome, and will destroy England and America. Of all ebriosity, who does not prefer to be intoxicated by the air he breathes?",neutral,80.1%,Walden
England,,,"Such apparently slight causes destroyed Greece and Rome, and will destroy England and America. Of all ebriosity, who does not prefer to be intoxicated by the air he breathes?",neutral,80.1%,Walden
America,38.7945952,-106.5348379,"Such apparently slight causes destroyed Greece and Rome, and will destroy England and America. Of all ebriosity, who does not prefer to be intoxicated by the air he breathes?",neutral,80.1%,Walden
Boston,42.3555076,-71.0565364,"There, too, I admired, though I did not gather, the cranberries, small waxen gems, pendants of the meadow grass, pearly and red, which the farmer plucks with an ugly rake, leaving the smooth meadow in a snarl, heedlessly measuring them by the bushel and the dollar only, and sells the spoils of the meads to Boston and New York; destined to be jammed, to satisfy the tastes of lovers of Nature there.",neutral,83.3%,Walden
New York,40.7127753,-74.0059728,"There, too, I admired, though I did not gather, the cranberries, small waxen gems, pendants of the meadow grass, pearly and red, which the farmer plucks with an ugly rake, leaving the smooth meadow in a snarl, heedlessly measuring them by the bushel and the dollar only, and sells the spoils of the meads to Boston and New York; destined to be jammed, to satisfy the tastes of lovers of Nature there.",neutral,83.3%,Walden
Ceres,,,"Some Indian Ceres or Minerva must have been the inventor and bestower of it; and when the reign of poetry commences here, its leaves and string of nuts may be represented on our works of art.",neutral,93.8%,Walden
Walden,,,"Like the wasps, before I finally went into winter quarters in November, I used to resort to the northeast side of Walden, which the sun, reflected from the pitch pine woods and the stony shore, made the fireside of the pond; it is so much pleasanter and wholesomer to be warmed by the sun while you can be, than by an artificial fire.",neutral,85.4%,Walden
Mesopotamia,,,"Many of the villages of Mesopotamia are built of secondhand bricks of a very good quality, obtained from the ruins of Babylon, and the cement on them is older and probably harder still.",neutral,83.1%,Walden
Babylon,,,"Many of the villages of Mesopotamia are built of secondhand bricks of a very good quality, obtained from the ruins of Babylon, and the cement on them is older and probably harder still.",neutral,83.1%,Walden
the North West Territory,,,"How can the scholar, who dwells away in the North West Territory or the Isle of Man, tell what is parliamentary in the kitchen?",neutral,95.4%,Walden
the Isle of Man,,,"How can the scholar, who dwells away in the North West Territory or the Isle of Man, tell what is parliamentary in the kitchen?",neutral,95.4%,Walden
Walden,,,"Night after night the geese came lumbering in the dark with a clangor and a whistling of wings, even after the ground was covered with snow, some to alight in Walden, and some flying low over the woods toward Fair Haven, bound for Mexico.",neutral,90.1%,Walden
Fair Haven,33.5234997,-86.7280681,"Night after night the geese came lumbering in the dark with a clangor and a whistling of wings, even after the ground was covered with snow, some to alight in Walden, and some flying low over the woods toward Fair Haven, bound for Mexico.",neutral,90.1%,Walden
Mexico,,,"Night after night the geese came lumbering in the dark with a clangor and a whistling of wings, even after the ground was covered with snow, some to alight in Walden, and some flying low over the woods toward Fair Haven, bound for Mexico.",neutral,90.1%,Walden
Walden,,,"In 1845 Walden froze entirely over for the first time on the night of the 22nd of December, Flint’s and other shallower ponds and the river having been frozen ten days or more; in ’46, the 16th; in ’49, about the 31st; and in ’50, about the 27th of December; in ’52, the 5th of January; in ’53, the 31st of December.",neutral,100.0%,Walden
Flint,,,"In 1845 Walden froze entirely over for the first time on the night of the 22nd of December, Flint’s and other shallower ponds and the river having been frozen ten days or more; in ’46, the 16th; in ’49, about the 31st; and in ’50, about the 27th of December; in ’52, the 5th of January; in ’53, the 31st of December.",neutral,100.0%,Walden
England,,,"Gilpin, in his account of the forest borderers of England, says that “the encroachments of trespassers, and the houses and fences thus raised on the borders of the forest,” were “considered as great nuisances by the old forest law, and were severely punished under the name of purprestures, as tending ad terrorem ferarum﻿—ad nocumentum forestae, etc.,” to the frightening of the game and the detriment of the forest.",neutral,82.8%,Walden
New York,40.7127753,-74.0059728,"Michaux, more than thirty years ago, says that the price of wood for fuel in New York and Philadelphia “nearly equals, and sometimes exceeds, that of the best wood in Paris, though this immense capital annually requires more than three hundred thousand cords, and is surrounded to the distance of three hundred miles by cultivated plains.”",neutral,92.9%,Walden
Philadelphia,39.9525839,-75.1652215,"Michaux, more than thirty years ago, says that the price of wood for fuel in New York and Philadelphia “nearly equals, and sometimes exceeds, that of the best wood in Paris, though this immense capital annually requires more than three hundred thousand cords, and is surrounded to the distance of three hundred miles by cultivated plains.”",neutral,92.9%,Walden
Paris,,,"Michaux, more than thirty years ago, says that the price of wood for fuel in New York and Philadelphia “nearly equals, and sometimes exceeds, that of the best wood in Paris, though this immense capital annually requires more than three hundred thousand cords, and is surrounded to the distance of three hundred miles by cultivated plains.”",neutral,92.9%,Walden
Walden vale,,,"When the villagers were lighting their fires beyond the horizon, I too gave notice to the various wild inhabitants of Walden vale, by a smoky streamer from my chimney, that I was awake.﻿—


Light-winged Smoke, Icarian bird,

Melting thy pinions in thy upward flight,

Lark without song, and messenger of dawn,

Circling above the hamlets as thy nest;

Or else, departing dream, and shadowy form

Of midnight vision, gathering up thy skirts;

By night star-veiling, and by day

Darkening the light and blotting out the sun;

Go thou my incense upward from this hearth,

And ask the gods to pardon this clear flame.",neutral,91.2%,Walden
the United States,38.7945952,-106.5348379,"The source text and artwork in this ebook are believed to be in the United States public domain; that is, they are believed to be free of copyright restrictions in the United States.",neutral,77.1%,Walden
the United States,38.7945952,-106.5348379,"They may still be copyrighted in other countries, so users located outside of the United States must check their local laws before using this ebook.",neutral,89.6%,Walden
Greece,,,"They had not learned the nobler dialects of Greece and Rome, but the very materials on which they were written were waste paper to them, and they prized instead a cheap contemporary literature.",neutral,78.3%,Walden
Rome,,,"They had not learned the nobler dialects of Greece and Rome, but the very materials on which they were written were waste paper to them, and they prized instead a cheap contemporary literature.",neutral,78.3%,Walden
Europe,,,"But when the several nations of Europe had acquired distinct though rude written languages of their own, sufficient for the purposes of their rising literatures, then first learning revived, and scholars were enabled to discern from that remoteness the treasures of antiquity.",neutral,83.9%,Walden
Concord,,,"What does our Concord culture amount to? There is in this town, with a very few exceptions, no taste for the best or for very good books even in English literature, whose words all can read and spell.",neutral,77.5%,Walden
Concord,,,"I aspire to be acquainted with wiser men than this our Concord soil has produced, whose names are hardly known here.",neutral,89.6%,Walden
Concord,,,"The solitary hired man on a farm in the outskirts of Concord, who has had his second birth and peculiar religious experience, and is driven as he believes into the silent gravity and exclusiveness by his faith, may think it is not true; but Zoroaster, thousands of years ago, travelled the same road and had the same experience; but he, being wise, knew it to be universal, and treated his neighbors accordingly, and is even said to have invented and established worship among men.",neutral,86.8%,Walden
Paris,,,Shall the world be confined to one Paris or one Oxford forever? Cannot students be boarded here and get a liberal education under the skies of Concord?,neutral,100.0%,Walden
Concord,,,Cannot students be boarded here and get a liberal education under the skies of Concord?,neutral,100.0%,Walden
Europe,,,"In this country, the village should in some respects take the place of the nobleman of Europe.",neutral,87.4%,Walden
Boston,42.3555076,-71.0565364,"If we will read newspapers, why not skip the gossip of Boston and take the best newspaper in the world at once?﻿—not be sucking the pap of “neutral family” papers, or browsing “Olive Branches” here in New England.",neutral,86.3%,Walden
New England,43.9653889,-70.8226541,"If we will read newspapers, why not skip the gossip of Boston and take the best newspaper in the world at once?﻿—not be sucking the pap of “neutral family” papers, or browsing “Olive Branches” here in New England.",neutral,86.3%,Walden
New England,43.9653889,-70.8226541,"New England can hire all the wise men in the world to come and teach her, and board them round the while, and not be provincial at all.",neutral,89.7%,Walden
Asia,,,"It is as much Asia or Africa as New England. I have, as it were, my own sun and moon and stars, and a little world all to myself.",neutral,100.0%,Walden
Africa,,,"It is as much Asia or Africa as New England. I have, as it were, my own sun and moon and stars, and a little world all to myself.",neutral,100.0%,Walden
New England,43.9653889,-70.8226541,"It is as much Asia or Africa as New England. I have, as it were, my own sun and moon and stars, and a little world all to myself.",neutral,100.0%,Walden
the Walden Pond,,,"At night there was never a traveller passed my house, or knocked at my door, more than if I were the first or last man; unless it were in the spring, when at long intervals some came from the village to fish for pouts﻿—they plainly fished much more in the Walden Pond of their own natures, and baited their hooks with darkness﻿—but they soon retreated, usually with light baskets, and left “the world to darkness and to me,” and the black kernel of the night was never profaned by any human neighborhood.",neutral,97.8%,Walden
yonder star,,,"How far apart, think you, dwell the two most distant inhabitants of yonder star, the breadth of whose disk cannot be appreciated by our instruments?",neutral,84.6%,Walden
the Milky Way,,,is not our planet in the Milky Way? This which you put seems to me not to be the most important question.,neutral,90.9%,Walden
Beacon Hill,42.3561948,-71.06939,"Not to many men surely, the depot, the post-office, the barroom, the meetinghouse, the schoolhouse, the grocery, Beacon Hill, or the Five Points, where men most congregate, but to the perennial source of our life, whence in all our experience we have found that to issue, as the willow stands near the water and sends out its roots in that direction.",neutral,96.9%,Walden
the Five Points,,,"Not to many men surely, the depot, the post-office, the barroom, the meetinghouse, the schoolhouse, the grocery, Beacon Hill, or the Five Points, where men most congregate, but to the perennial source of our life, whence in all our experience we have found that to issue, as the willow stands near the water and sends out its roots in that direction.",neutral,96.9%,Walden
Bright-town﻿—which,,,"And so I went home to my bed, and left him to pick his way through the darkness and the mud to Brighton﻿—or Bright-town﻿—which place he would reach some time in the morning.",neutral,90.6%,Walden
Walden Pond,42.4387018,-71.3401284,"I am no more lonely than the loon in the pond that laughs so loud, or than Walden Pond itself.",neutral,66.1%,Walden
the Mill Brook,,,"I am no more lonely than the Mill Brook, or a weathercock, or the north star, or the south wind, or an April shower, or a January thaw, or the first spider in a new house.",neutral,85.7%,Walden
Walden Pond,42.4387018,-71.3401284,"I have occasional visits in the long winter evenings, when the snow falls fast and the wind howls in the wood, from an old settler and original proprietor, who is reported to have dug Walden Pond, and stoned it, and fringed it with pine woods; who tells me stories of old time and of new eternity; and between us we manage to pass a cheerful evening with social mirth and pleasant views of things, even without apples or cider﻿—a most wise and humorous friend, whom I love much, who keeps himself more secret than ever did Goffe or Whalley; and though he is thought to be dead, none can show where he is buried.",neutral,76.9%,Walden
Acheron,,,"For my panacea, instead of one of those quack vials of a mixture dipped from Acheron and the Dead Sea, which come out of those long shallow black-schooner looking wagons which we sometimes see made to carry bottles, let me have a draught of undiluted morning air.",neutral,91.1%,Walden
the Dead Sea,,,"For my panacea, instead of one of those quack vials of a mixture dipped from Acheron and the Dead Sea, which come out of those long shallow black-schooner looking wagons which we sometimes see made to carry bottles, let me have a draught of undiluted morning air.",neutral,91.1%,Walden
Boston,42.3555076,-71.0565364,"As I sit at my window this summer afternoon, hawks are circling about my clearing; the tantivy of wild pigeons, flying by two and threes athwart my view, or perching restless on the white pine boughs behind my house, gives a voice to the air; a fish hawk dimples the glassy surface of the pond and brings up a fish; a mink steals out of the marsh before my door and seizes a frog by the shore; the sedge is bending under the weight of the reedbirds flitting hither and thither; and for the last half-hour I have heard the rattle of railroad cars, now dying away and then reviving like the beat of a partridge, conveying travellers from Boston to the country.",neutral,93.4%,Walden
Massachusetts,42.4072107,-71.3824374,"I doubt if there is such a place in Massachusetts now:﻿ —


“In truth, our village has become a butt

For one of those fleet railroad shafts, and o’er

Our peaceful plain its soothing sound is﻿—Concord.”",neutral,73.1%,Walden
Boston,42.3555076,-71.0565364,"Their train of clouds stretching far behind and rising higher and higher, going to heaven while the cars are going to Boston, conceals the sun for a minute and casts my distant field into the shade, a celestial train beside which the petty train of cars which hugs the earth is but the barb of the spear.",neutral,90.2%,Walden
the Dismal Swamp,36.5334855,-76.46216849999999,"Far through unfrequented woods on the confines of towns, where once only the hunter penetrated by day, in the darkest night dart these bright saloons without the knowledge of their inhabitants; this moment stopping at some brilliant station-house in town or city, where a social crowd is gathered, the next in the Dismal Swamp, scaring the owl and fox.",neutral,73.9%,Walden
Boston,42.3555076,-71.0565364,"I have been astonished at the miracles it has wrought; that some of my neighbors, who, I should have prophesied, once for all, would never get to Boston by so prompt a conveyance, are on hand when the bell rings.",neutral,85.8%,Walden
New England,43.9653889,-70.8226541,"On this morning of the Great Snow, perchance, which is still raging and chilling men’s blood, I bear the muffled tone of their engine bell from out the fog bank of their chilled breath, which announces that the cars are coming, without long delay, notwithstanding the veto of a New England northeast snowstorm, and I behold the plowmen covered with snow and rime, their heads peering, above the mould-board which is turning down other than daisies and the nests of field mice, like boulders of the Sierra Nevada, that occupy an outside place in the universe.",neutral,87.1%,Walden
the Sierra Nevada,38.3708882,-119.5268829,"On this morning of the Great Snow, perchance, which is still raging and chilling men’s blood, I bear the muffled tone of their engine bell from out the fog bank of their chilled breath, which announces that the cars are coming, without long delay, notwithstanding the veto of a New England northeast snowstorm, and I behold the plowmen covered with snow and rime, their heads peering, above the mould-board which is turning down other than daisies and the nests of field mice, like boulders of the Sierra Nevada, that occupy an outside place in the universe.",neutral,87.1%,Walden
Lake Champlain,,,"I am refreshed and expanded when the freight train rattles past me, and I smell the stores which go dispensing their odors all the way from Long Wharf to Lake Champlain, reminding me of foreign parts, of coral reefs, and Indian oceans, and tropical climes, and the extent of the globe.",neutral,100.0%,Walden
New England,43.9653889,-70.8226541,"I feel more like a citizen of the world at the sight of the palm-leaf which will cover so many flaxen New England heads the next summer, the Manilla hemp and coconut husks, the old junk, gunny bags, scrap iron, and rusty nails.",neutral,93.5%,Walden
Manilla,,,"I feel more like a citizen of the world at the sight of the palm-leaf which will cover so many flaxen New England heads the next summer, the Manilla hemp and coconut husks, the old junk, gunny bags, scrap iron, and rusty nails.",neutral,93.5%,Walden
Maine,45.253783,-69.4454689,"Here goes lumber from the Maine woods, which did not go out to sea in the last freshet, risen four dollars on the thousand because of what did go out or was split up; pine, spruce, cedar﻿—first, second, third, and fourth qualities, so lately all of one quality, to wave over the bear, and moose, and caribou.",neutral,100.0%,Walden
Milwaukee,43.0410344,-87.9096783,"These rags in bales, of all hues and qualities, the lowest condition to which cotton and linen descend, the final result of dress﻿—of patterns which are now no longer cried up, unless it be in Milwaukee, as those splendid articles, English, French, or American prints, ginghams, muslins, etc., gathered from all quarters both of fashion and poverty, going to become paper of one color or a few shades only, on which, forsooth, will be written tales of real life, high and low, and founded on fact!",neutral,82.4%,Walden
New England,43.9653889,-70.8226541,"This closed car smells of salt fish, the strong New England and commercial scent, reminding me of the Grand Banks and the fisheries.",neutral,76.9%,Walden
the Grand Banks,,,"This closed car smells of salt fish, the strong New England and commercial scent, reminding me of the Grand Banks and the fisheries.",neutral,76.9%,Walden
Cuttingsville,43.4767824,-72.875917,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.",neutral,100.0%,Walden
Vermont,44.5588028,-72.57784149999999,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.",neutral,100.0%,Walden
the Green Mountains,44.791667,-72.58277799999999,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.",neutral,100.0%,Walden
