LocationName,Latitude,Longitude,Context,Sentiment,Confidence,Literature
North,,,"McCandless conveniently overlooked the fact that London himself had spent just a single winter in the North and that he’d died by his own hand on his California estate at the age of forty, a fatuous drunk, obese and pathetic, maintaining a sedentary existence that bore scant resemblance to the ideals he espoused in print.",neutral,71.7%,Into the Wild
California,36.778261,-119.4179324,"McCandless conveniently overlooked the fact that London himself had spent just a single winter in the North and that he’d died by his own hand on his California estate at the age of forty, a fatuous drunk, obese and pathetic, maintaining a sedentary existence that bore scant resemblance to the ideals he espoused in print.",neutral,71.7%,Into the Wild
the Niland Slabs,,,"Among the residents of the Niland Slabs was a seventeen-year-old named Tracy, and she fell in love with McCandless during his week-long visit.",neutral,83.3%,Into the Wild
Niland,33.2400366,-115.5188756,"The whole time he was in Niland, she hung around making goo-goo eyes at him, bugging me to convince him to go on walks with her.",neutral,92.6%,Into the Wild
Niland,33.2400366,-115.5188756,"He must have met six or seven dozen people in Niland, and he was friendly with every one of them.",neutral,85.6%,Into the Wild
Niland,33.2400366,-115.5188756,"”One afternoon while McCandless was tending the book table at the Niland swap meet, somebody left a portable electric organ with Burres to sell on consignment.",neutral,100.0%,Into the Wild
Slabs,,,Until then I never knew he was musical.”McCandless spoke frequently to the denizens of the Slabs about his plans for Alaska.,neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,Until then I never knew he was musical.”McCandless spoke frequently to the denizens of the Slabs about his plans for Alaska.,neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,Does your mom know you’re going to Alaska? Does your dad know?’,neutral,100.0%,Into the Wild
Niland,33.2400366,-115.5188756,"He’s out there somewhere, and I’d want someone to look after him like I tried to look after Alex.”The Sunday before McCandless left Niland, he was watching an NFL playoff game on the television in Burres’s trailer when she noticed he was rooting especially hard for the Washington Redskins.",neutral,89.1%,Into the Wild
B.C.,,,"“So I asked him if he was from the B.C. area,” she says. “And he answered, ‘Yeah, actually I am.’",neutral,100.0%,Into the Wild
Salton City,33.2986497,-115.9561112,"He said he needed to go to the post office in Salton City, fifty miles west of Niland, to which he’d asked the manager of the Bullhead McDonald’s to send his final pay-check, general delivery.",neutral,100.0%,Into the Wild
Niland,33.2400366,-115.5188756,"He said he needed to go to the post office in Salton City, fifty miles west of Niland, to which he’d asked the manager of the Bullhead McDonald’s to send his final pay-check, general delivery.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,Finally I got him to take some Swiss Army knives and a few belt knives; I convinced him they’d come in handy in Alaska and that he could maybe trade them for something down the road.,neutral,92.2%,Into the Wild
Alaska,63.588753,-154.4930619,”After an extended argument Burres also got McCandless to accept some long underwear and other warm clothing she thought he’d need in Alaska.,neutral,74.1%,Into the Wild
Mexico,,,"He’d figured out how to paddle a canoe down to Mexico, how to hop freight trains, how to score a bed at inner-city missions.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,"He figured all of that out on his own, and I felt sure he’d figure out Alaska, too.",neutral,87.4%,Into the Wild
Alaska,63.588753,-154.4930619,would like to get a copy of the magazine that carried the story of the young man (Alex McCandless) dying in Alaska.,neutral,88.9%,Into the Wild
Salton City,33.2986497,-115.9561112,I drove him from Salton City Calif... in March 1992... to Grand Junction Co... I left Alex there to hitch-hike to S.D. He said he would keep in touch.,neutral,89.7%,Into the Wild
Calif,36.778261,-119.4179324,I drove him from Salton City Calif... in March 1992... to Grand Junction Co... I left Alex there to hitch-hike to S.D. He said he would keep in touch.,neutral,89.7%,Into the Wild
Grand Junction Co,39.0689478,-108.5642809,I drove him from Salton City Calif... in March 1992... to Grand Junction Co... I left Alex there to hitch-hike to S.D. He said he would keep in touch.,neutral,89.7%,Into the Wild
S.D.,,,I left Alex there to hitch-hike to S.D. He said he would keep in touch.,neutral,100.0%,Into the Wild
Chicago,41.8781136,-87.6297982,"His letter had been addressed to the offices of Outside in Chicago; because I had written the McCandless piece, it was forwarded to me.",neutral,100.0%,Into the Wild
Anza-Borrego Desert State Park,33.100492,-116.3013266,", he hiked into the desert and set up camp in a brake of creosote at the edge of Anza-Borrego Desert State Park.",neutral,100.0%,Into the Wild
the Salton Sea,33.3286185,-115.8434122,"Hard to the east is the Salton Sea, a placid ocean in miniature, its surface more than two hundred feet below sea level, created in 1905 by a monumental engineering snafu: Not long after a canal was dug from the Colorado River to irrigate rich farmland in the Imperial Valley, the river breached its banks during a series of major floods, carved a new channel, and began to gush unabated into the Imperial Valley Canal.",neutral,86.3%,Into the Wild
the Colorado River,,,"Hard to the east is the Salton Sea, a placid ocean in miniature, its surface more than two hundred feet below sea level, created in 1905 by a monumental engineering snafu: Not long after a canal was dug from the Colorado River to irrigate rich farmland in the Imperial Valley, the river breached its banks during a series of major floods, carved a new channel, and began to gush unabated into the Imperial Valley Canal.",neutral,86.3%,Into the Wild
the Imperial Valley,32.7375477,-114.9633007,"Hard to the east is the Salton Sea, a placid ocean in miniature, its surface more than two hundred feet below sea level, created in 1905 by a monumental engineering snafu: Not long after a canal was dug from the Colorado River to irrigate rich farmland in the Imperial Valley, the river breached its banks during a series of major floods, carved a new channel, and began to gush unabated into the Imperial Valley Canal.",neutral,86.3%,Into the Wild
Salton,,,For more than two years the canal inadvertently diverted virtually all of the river’s prodigious flow into the Salton sink.,neutral,100.0%,Into the Wild
Palm Springs,33.8232286,-116.5106191,"Only fifty miles from the limousines and exclusive tennis clubs and lush green fairways of Palm Springs, the west shore of the Salton Sea had once been the site of intense real estate speculation.",neutral,92.0%,Into the Wild
the Salton Sea,33.3286185,-115.8434122,"Only fifty miles from the limousines and exclusive tennis clubs and lush green fairways of Palm Springs, the west shore of the Salton Sea had once been the site of intense real estate speculation.",neutral,92.0%,Into the Wild
Salton City’s,33.2986497,-115.9561112,"Tumbleweeds scuttle down Salton City’s broad, desolate boulevards. Sun-bleached FOR SALE signs line the curbs, and paint peels from uninhabited buildings.",neutral,100.0%,Into the Wild
Anza-Borrego,33.100492,-116.3013266,"Away from the lakeshore the land rises gently and then abruptly to form the desiccated, phantasmal badlands of Anza-Borrego.",neutral,85.7%,Into the Wild
Salton City,33.2986497,-115.9561112,"When he needed provisions, he would hitch or walk the four miles into town, where he bought rice and filled his plastic water jug at the market-liquor store-post office, a beige stucco building that serves as the cultural nexus of greater Salton City.",neutral,94.3%,Into the Wild
Hot Springs,34.5077615,-93.0546003,"“Out past Oh-My-God Hot Springs,” McCandless replied. “I’ve lived in these parts six years now, and I’ve never heard of any place goes by that name.",neutral,100.0%,Into the Wild
the Borrego-Salton Seaway,,,"drove for a few minutes down the Borrego-Salton Seaway, and then McCandless told him to turn left into the desert, where a rough 4-x-4 track twisted down a narrow wash.",neutral,100.0%,Into the Wild
America,38.7945952,-106.5348379,"The community was beyond the fringe, a vision of post-apocalypse America. There were families sheltered in cheap tent trailers, aging hippies in Day-Glo vans, Charles Manson look-alikes sleeping in rusted-out Studebakers that hadn’t turned over since Eisenhower was in the White House.",neutral,95.2%,Into the Wild
Hot Springs,34.5077615,-93.0546003,"At the center of the camp, water from a geothermal well had been piped into a pair of shallow, steaming pools lined with rocks and shaded by palm trees: Oh-My-God Hot Springs.",neutral,93.2%,Into the Wild
Shanghai,,,"Franz, a devout Christian, had spent most of his adult life in the army, stationed in Shanghai and Okinawa.",neutral,100.0%,Into the Wild
Okinawa,,,"Franz, a devout Christian, had spent most of his adult life in the army, stationed in Shanghai and Okinawa.",neutral,100.0%,Into the Wild
Philadelphia,39.9525839,-75.1652215,"To salve his loneliness in the years after the accident, he started unofficially “adopting” indigent Okinawan boys and girls, eventually taking fourteen of them under his wing, paying for the oldest to attend medical school in Philadelphia and another to study medicine in Japan.",neutral,87.7%,Into the Wild
Japan,,,"To salve his loneliness in the years after the accident, he started unofficially “adopting” indigent Okinawan boys and girls, eventually taking fourteen of them under his wing, paying for the oldest to attend medical school in Philadelphia and another to study medicine in Japan.",neutral,87.7%,Into the Wild
West Virginia,38.5976262,-80.4549026,The boy had said his name was Alex—he’d declined to give a surname—and that he came from West Virginia.,neutral,100.0%,Into the Wild
Pennsylvania,41.2033216,-77.1945247,"“He seemed extremely intelligent,” Franz states in an exotic brogue that sounds like a blend of Scottish, Pennsylvania Dutch, and Carolina drawl.",neutral,88.9%,Into the Wild
Carolina,,,"“He seemed extremely intelligent,” Franz states in an exotic brogue that sounds like a blend of Scottish, Pennsylvania Dutch, and Carolina drawl.",neutral,88.9%,Into the Wild
Palm Springs,33.8232286,-116.5106191,"Before the day was out, they had driven into Palm Springs in Franz’s truck, had a meal at a nice restaurant, and taken a ride on the tramway to the top of San Ja-cinto Peak, at the bottom of which McCandless stopped to unearth a Mexican scrape and some other possessions he’d buried for safekeeping a year earlier.",neutral,84.6%,Into the Wild
San Ja-cinto Peak,33.814463,-116.6791834,"Before the day was out, they had driven into Palm Springs in Franz’s truck, had a meal at a nice restaurant, and taken a ride on the tramway to the top of San Ja-cinto Peak, at the bottom of which McCandless stopped to unearth a Mexican scrape and some other possessions he’d buried for safekeeping a year earlier.",neutral,84.6%,Into the Wild
Salton City,33.2986497,-115.9561112,The younger man would regularly hitch into Salton City to do his laundry and barbecue steaks at Franz’s apartment.,neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,"He confided that he was biding his time until spring, when he intended to go to Alaska and embark on an “ultimate adventure.”",neutral,100.0%,Into the Wild
the Sierra Nevada,38.3708882,-119.5268829,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
the Pacific Ocean,,,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Oregon,43.8041334,-120.5542012,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Washington,38.9071923,-77.0368707,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
the Rocky Mountains,,,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Montana,46.8796822,-110.3625658,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
South Dakota,43.9695148,-99.9018131,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Carthage,,,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
the Colorado River,,,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
the Gulf of California,,,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Las Vegas,36.171563,-115.1391009,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Morro Bay,35.3659445,-120.8499924,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
Astoria,40.7643574,-73.92346189999999,"Across the strip of cowhide one sees a rendering of a two-lane blacktop, a NO U-TURN sign, a thunderstorm producing a flash flood that engulfs a car, a hitchhiker’s thumb, an eagle, the Sierra Nevada, salmon cavorting in the Pacific Ocean, the Pacific Coast Highway from Oregon to Washington, the Rocky Mountains, Montana wheat fields, a South Dakota rattlesnake, Westerberg’s house in Carthage, the Colorado River, a gale in the Gulf of California, a canoe beached beside a tent, Las Vegas, the initials T.C.D., Morro Bay, Astoria, and at the buckle end, finally, the letter N (presumably representing north).",neutral,96.7%,Into the Wild
San Diego,32.715738,-117.1610838,"One day in early February, McCandless announced that he was splitting for San Diego to earn more money for his Alaska trip.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,"One day in early February, McCandless announced that he was splitting for San Diego to earn more money for his Alaska trip.",neutral,100.0%,Into the Wild
San Diego,32.715738,-117.1610838,"“You don’t need to go to San Diego,” Franz protested. “I’ll give you money if you need some.",neutral,91.9%,Into the Wild
San Diego,32.715738,-117.1610838,I’m going to San Diego. And I’m leaving on Monday”“OK.,neutral,100.0%,Into the Wild
San Diego,32.715738,-117.1610838,"It was raining when Franz dropped McCandless at the San Diego waterfront. “It was a very hard thing for me to do,” Franz says.",neutral,92.9%,Into the Wild
San Diego,32.715738,-117.1610838,"“Hello!” it reads,Have been living on streets of San Diego for the past week. First day I got here it rained like hell.",neutral,73.0%,Into the Wild
Alaska,63.588753,-154.4930619,"I’ve decided to head for Alaska no later than May 1st, but I’ve got to raise a little cash to outfit myself.",neutral,92.6%,Into the Wild
South Dakota,43.9695148,-99.9018131,May go back and work for a friend I have in South Dakota if he can use me.,neutral,82.4%,Into the Wild
Seattle,47.6061389,-122.3328481,"The missive to Burres says,Greetings from Seattle! I’m a hobo now!",neutral,100.0%,Into the Wild
L.A.,34.0549076,-118.242643,I was sitting in a hotshot in L.A. when a bull found me with his flashlight about 10 P.M.,neutral,100.0%,Into the Wild
Oakland,37.8043514,-122.2711639,I got the last laugh when I caught the same train 5 minutes later and rode it all the way to Oakland.,neutral,83.3%,Into the Wild
Seattle,47.6061389,-122.3328481,"Where in Seattle are you?”“Ron,” McCandless laughed, “I’m not in Seattle. I’m in California, just up the road from you, in Coachella.”",neutral,87.5%,Into the Wild
California,36.778261,-119.4179324,"I’m in California, just up the road from you, in Coachella.” Unable to find work in the rainy Northwest, McCandless had hopped a series of freight trains back to the desert.",neutral,95.7%,Into the Wild
Coachella,,,"I’m in California, just up the road from you, in Coachella.” Unable to find work in the rainy Northwest, McCandless had hopped a series of freight trains back to the desert.",neutral,95.7%,Into the Wild
Northwest,,,"Unable to find work in the rainy Northwest, McCandless had hopped a series of freight trains back to the desert.",neutral,93.3%,Into the Wild
Colton,34.0739016,-117.3136547,"In Colton, California, he was discovered by another bull and thrown in jail. Upon his release he had hitchhiked to Coachella, just southeast of Palm Springs, and called Franz.",neutral,100.0%,Into the Wild
California,36.778261,-119.4179324,"In Colton, California, he was discovered by another bull and thrown in jail. Upon his release he had hitchhiked to Coachella, just southeast of Palm Springs, and called Franz.",neutral,100.0%,Into the Wild
Coachella,,,"Upon his release he had hitchhiked to Coachella, just southeast of Palm Springs, and called Franz.",neutral,100.0%,Into the Wild
Palm Springs,33.8232286,-116.5106191,"Upon his release he had hitchhiked to Coachella, just southeast of Palm Springs, and called Franz.",neutral,100.0%,Into the Wild
Salton City,33.2986497,-115.9561112,"“We went to a Sizzler, where I filled him up with steak and lobster,” Franz recalls, “and then we drove back to Salton City.",neutral,100.0%,Into the Wild
Carthage,,,"He’d heard from Wayne Westerberg that a job was waiting for him at the grain elevator in Carthage, and he was eager to get there.",neutral,90.2%,Into the Wild
Grand Junction,39.0689478,-108.5642809,"Franz offered to take McCandless to Grand Junction, Colorado, which was the farthest he could drive without missing an appointment in Salton City the following Monday.",neutral,83.1%,Into the Wild
Salton City,33.2986497,-115.9561112,"Franz offered to take McCandless to Grand Junction, Colorado, which was the farthest he could drive without missing an appointment in Salton City the following Monday.",neutral,83.1%,Into the Wild
Alaska,63.588753,-154.4930619,"Before departing, Franz gave McCandless a machete, an arctic parka, a collapsible fishing pole, and some other gear for his Alaska undertaking.",neutral,100.0%,Into the Wild
Salton City,33.2986497,-115.9561112,"Thursday at daybreak they drove out of Salton City in Franz’s truck. In Bullhead City they stopped to close out McCandless’s bank account and to visit Charlie s trailer, where McCandless had stashed some books and other belongings, including the journal-photo album from his canoe trip down the Colorado.",neutral,96.1%,Into the Wild
Bullhead City,35.1359386,-114.5285981,"In Bullhead City they stopped to close out McCandless’s bank account and to visit Charlie s trailer, where McCandless had stashed some books and other belongings, including the journal-photo album from his canoe trip down the Colorado.",neutral,94.9%,Into the Wild
Colorado,39.5500507,-105.7820674,"In Bullhead City they stopped to close out McCandless’s bank account and to visit Charlie s trailer, where McCandless had stashed some books and other belongings, including the journal-photo album from his canoe trip down the Colorado.",neutral,94.9%,Into the Wild
Laughlin,35.1677771,-114.5730208,"McCandless then insisted on buying Franz lunch at the Golden Nugget Casino, across the river in Laughlin.",neutral,100.0%,Into the Wild
Bryce Canyon,37.5930377,-112.1870895,"Although McCandless usually ducked away whenever Franz pointed the lens in his direction, some brief footage exists of him standing impatiently in the snow above Bryce Canyon.",neutral,90.6%,Into the Wild
Alaska,63.588753,-154.4930619,"”McCandless, uncomfortable with the request, dodged the question: “We’ll talk about it when I get back from Alaska, Ron.",neutral,86.7%,Into the Wild
Grand Junction,39.0689478,-108.5642809,", Franz left McCandless on the shoulder of Interstate 70 outside Grand Junction and returned to southern California.",neutral,84.2%,Into the Wild
California,36.778261,-119.4179324,", Franz left McCandless on the shoulder of Interstate 70 outside Grand Junction and returned to southern California.",neutral,84.2%,Into the Wild
South Dakota,43.9695148,-99.9018131,In early April a long letter arrived in Franz’s post-office box bearing a South Dakota postmark.,neutral,100.0%,Into the Wild
Carthage,,,I have been working up here in Carthage South Dakota for nearly two weeks now.,neutral,100.0%,Into the Wild
South Dakota,43.9695148,-99.9018131,I have been working up here in Carthage South Dakota for nearly two weeks now.,neutral,100.0%,Into the Wild
Grand Junction,39.0689478,-108.5642809,"I arrived up here three days after we parted in Grand Junction, Colorado. I hope that you made it back to Salton City without too many problems.",neutral,72.9%,Into the Wild
Colorado,39.5500507,-105.7820674,"I arrived up here three days after we parted in Grand Junction, Colorado. I hope that you made it back to Salton City without too many problems.",neutral,72.9%,Into the Wild
Salton City,33.2986497,-115.9561112,I hope that you made it back to Salton City without too many problems. I enjoy working here and things are going well.,neutral,61.9%,Into the Wild
Southern California,34.9592083,-116.419389,It must be getting rather hot down there in Southern California by now. I wonder if you ever got a chance to get out and see how many people showed up for the March 20 Rainbow gathering there at the hotsprings.,neutral,95.0%,Into the Wild
South Dakota,43.9695148,-99.9018131,"I will not be here in South Dakota very much longer. My friend, Wayne, wants me to stay working at the grain elevator through May and then go combining with him the entire summer, but I have my soul set entirely on my Alaskan Odyssey and hope to be on my way no later than April 15.",neutral,85.6%,Into the Wild
Salton City,33.2986497,-115.9561112,"And so, Ron, in short, get out of Salton City and hit the Road. I guarantee you will be very glad you did.",neutral,79.1%,Into the Wild
the Grand Canyon,36.2678855,-112.3535253,"You had a wonderful chance on your drive back to see one of the greatest sights on earth, the Grand Canyon, something every American should see at least once in his life.",neutral,67.7%,Into the Wild
Salton City,33.2986497,-115.9561112,"Ron, I really hope that as soon as you can you will get out of Salton City, put a little camper on the back of your pickup, and start seeing some of the great work that God has done here in the American West.",neutral,80.6%,Into the Wild
the American West,,,"Ron, I really hope that as soon as you can you will get out of Salton City, put a little camper on the back of your pickup, and start seeing some of the great work that God has done here in the American West.",neutral,80.6%,Into the Wild
SD,,,"TAKE CARE RON, ALEX Please write back to:Alex McCandlessMadison, SD 57042Astoundingly, the eighty-one-year-old man took the brash twenty-four-year-old vagabonds advice to heart.",neutral,76.2%,Into the Wild
Alaska,63.588753,-154.4930619,"To dispel Franz’s suspicion, I hand him an assortment of photographs I’d taken on a trip to Alaska the previous summer, during which I’d retraced McCandless’s terminal journey on the Stampede Trail.",neutral,75.8%,Into the Wild
the Sushana River,64.03049769203305,-149.9138193835182,"The first several images in the stack are landscapes—shots of the surrounding bush, the overgrown trail, distant mountains, the Sushana River.",neutral,100.0%,Into the Wild
Borrego,,,"A flash flood washed the makeshift road away, so he moved twenty miles out, toward the Borrego badlands, where he camps beside an isolated stand of cottonwoods.",neutral,91.6%,Into the Wild
Hot Springs,34.5077615,-93.0546003,"Oh-My-God Hot Springs is gone now, too, bulldozed and plugged with concrete by order of the Imperial Valley Health Commission.",neutral,100.0%,Into the Wild
Salton City,33.2986497,-115.9561112,"“That sure could of been true,” says the clerk at the Salton City store, “but most people think they bulldozed ‘em ‘cause the springs was starting to attract too many hippies and drifters and scum like that.",neutral,82.3%,Into the Wild
Salton City,33.2986497,-115.9561112,"During the last week of 1992, the day after Christmas, he picked up two hitchhikers on his way back from a trip into Salton City to check his mail.",neutral,100.0%,Into the Wild
Mississippi,32.3546679,-89.3985283,"“One fella was from Mississippi, I think; the other was a Native American,” Franz remembers.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,"“On the way out to the hot springs, I started telling them about my friend Alex, and the adventure he’d set out to have in Alaska.",neutral,80.7%,Into the Wild
Alaska,63.588753,-154.4930619,"“When Alex left for Alaska,” Franz remembers, “I prayed. I asked God to keep his finger on the shoulder of that one; I told him that boy was special.",neutral,83.9%,Into the Wild
South Dakota,43.9695148,-99.9018131,"ANTHONY STORR, SOLITUDE: A RETURN TO THE SELFThe big John Deere 8020 squats silently in the canted evening light, a long way from anywhere, surrounded by a half-mowed field of South Dakota milo.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,Fifty days have gone by since McCandless’s body was discovered in Alaska on the Stampede Trail.,neutral,84.3%,Into the Wild
Carthage,,,"Seven months earlier, on a frosty March afternoon, McCand-less had ambled into the office at the Carthage grain elevator and announced that he was ready to go to work.",neutral,91.5%,Into the Wild
Alaska,63.588753,-154.4930619,"He needed to buy a pile of new gear, he explained, because he was going to Alaska.",neutral,100.0%,Into the Wild
South Dakota,43.9695148,-99.9018131,"McCand-less promised to come back to South Dakota in time to help with the autumn harvest, but he wanted to be in Fairbanks by the end of April in order to squeeze in as much time as possible up North before his return.",neutral,91.9%,Into the Wild
Fairbanks,64.8400511,-147.7199756,"McCand-less promised to come back to South Dakota in time to help with the autumn harvest, but he wanted to be in Fairbanks by the end of April in order to squeeze in as much time as possible up North before his return.",neutral,91.9%,Into the Wild
Carthage,,,"During those four weeks in Carthage, McCandless worked hard, doing dirty, tedious jobs that nobody else wanted to tackle: mucking out warehouses, exterminating vermin, painting, scything weeds.",neutral,85.3%,Into the Wild
Carthage,,,"”Soon after McCandless returned to Carthage that spring, Westerberg introduced him to his longtime, on-again, off-again girlfriend, Gail Borah, a petite, sad-eyed woman, as slight as a heron, with delicate features and long blond hair.",neutral,93.1%,Into the Wild
Carthage,,,The chill Westerberg sensed between Alex and his parents stood in marked contrast to the warmth McCandless exhibited in Carthage.,neutral,86.4%,Into the Wild
South Dakota,43.9695148,-99.9018131,"There was mail waiting for him when he arrived back in South Dakota, correspondence from people he’d met on the road, including what Westerberg remembers as “letters from a girl who had a big crush on him, someone he’d gotten to know in some Timbuktu—some campground, I think.”",neutral,96.5%,Into the Wild
Timbuktu,,,"There was mail waiting for him when he arrived back in South Dakota, correspondence from people he’d met on the road, including what Westerberg remembers as “letters from a girl who had a big crush on him, someone he’d gotten to know in some Timbuktu—some campground, I think.”",neutral,96.5%,Into the Wild
